Outlet_Establishment_Year,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Total_Revenue,Price_Range,Total_Sales_Year,Average_Sales_Year
2007,FDH12,9.6,Low Fat,0.09,Baking Goods,105.03,OUT017,Medium,Tier 2,Supermarket Type1,2556.67,268527.05,Medium,2167465.52,2340.68
1998,FDI38,13.4,Regular,0.02,Canned,205.76,OUT010,Medium,Tier 3,Grocery Store,621.19,127816.05,High,188340.22,339.35
1997,FDO09,13.5,Regular,0.13,Snack Foods,262.19,OUT046,Small,Tier 1,Supermarket Type1,2366.92,620582.75,High,2118395.35,2277.84
2007,FDY20,12.5,Regular,0.08,Fruits and Veg,91.45,OUT017,Medium,Tier 2,Supermarket Type1,1086.59,99368.66,Medium,2167465.52,2340.68
1987,FDF32,16.4,Low Fat,0.07,Fruits and Veg,196.44,OUT013,High,Tier 3,Supermarket Type1,1977.43,388446.35,High,2142663.66,2299.0
2002,NCP30,20.5,Low Fat,0.03,Household,40.28,OUT045,Medium,Tier 2,Supermarket Type1,707.08,28481.18,Low,2036725.6,2192.38
2009,FDR52,12.7,Regular,0.08,Frozen Foods,192.18,OUT018,Medium,Tier 3,Supermarket Type2,1146.51,220336.29,High,1851822.95,1995.5
2009,NCI29,8.6,Low Fat,0.03,Health and Hygiene,140.52,OUT018,Medium,Tier 3,Supermarket Type2,283.63,39855.69,Medium,1851822.95,1995.5
2007,FDC08,19.0,Regular,0.1,Fruits and Veg,227.77,OUT017,Medium,Tier 2,Supermarket Type1,5206.56,1185898.17,High,2167465.52,2340.68
1999,FDL02,20.0,Regular,0.1,Canned,105.36,OUT049,Medium,Tier 1,Supermarket Type1,1270.35,133844.08,Medium,2183969.98,2348.35
2004,DRF03,19.1,Low Fat,0.05,Dairy,38.81,OUT035,Small,Tier 2,Supermarket Type1,365.52,14185.83,Low,2268123.09,2438.84
2002,FDQ22,16.8,Low Fat,0.03,Snack Foods,39.18,OUT045,Medium,Tier 2,Supermarket Type1,314.26,12312.71,Low,2036725.6,2192.38
2007,FDT04,17.3,Low Fat,0.11,Frozen Foods,39.38,OUT017,Medium,Tier 2,Supermarket Type1,314.26,12375.56,Low,2167465.52,2340.68
1987,NCF42,17.4,Low Fat,0.17,Household,176.27,OUT013,High,Tier 3,Supermarket Type1,2988.11,526714.15,High,2142663.66,2299.0
2009,FDE08,18.2,Low Fat,0.05,Fruits and Veg,147.37,OUT018,Medium,Tier 3,Supermarket Type2,2375.57,350087.75,Medium,1851822.95,1995.5
1987,FDZ59,6.6,Regular,0.1,Baking Goods,166.85,OUT013,High,Tier 3,Supermarket Type1,5326.4,888709.84,High,2142663.66,2299.0
2009,FDQ44,20.5,Low Fat,0.04,Fruits and Veg,121.28,OUT018,Medium,Tier 3,Supermarket Type2,2181.16,264531.08,Medium,1851822.95,1995.5
1987,FDO22,13.5,Regular,0.02,Snack Foods,81.4,OUT013,High,Tier 3,Supermarket Type1,1198.44,97553.02,Medium,2142663.66,2299.0
1997,FDS04,10.2,Regular,0.15,Frozen Foods,138.68,OUT046,Small,Tier 1,Supermarket Type1,2388.22,331198.35,Medium,2118395.35,2277.84
1998,FDB58,10.5,Regular,0.02,Snack Foods,140.62,OUT010,Medium,Tier 3,Grocery Store,283.63,39884.05,Medium,188340.22,339.35
2007,FDF17,5.2,Low Fat,0.04,Frozen Foods,196.81,OUT017,Medium,Tier 2,Supermarket Type1,3731.81,734457.53,High,2167465.52,2340.68
2004,FDQ57,7.3,Low Fat,0.03,Snack Foods,145.08,OUT035,Small,Tier 2,Supermarket Type1,1611.24,233758.7,Medium,2268123.09,2438.84
2004,FDQ16,19.7,Low Fat,0.04,Frozen Foods,109.29,OUT035,Small,Tier 2,Supermarket Type1,2402.21,262537.53,Medium,2268123.09,2438.84
1997,FDY44,14.2,Regular,0.02,Fruits and Veg,198.31,OUT046,Small,Tier 1,Supermarket Type1,2553.34,506352.86,High,2118395.35,2277.84
2007,FDB35,12.3,Regular,0.06,Starchy Foods,92.58,OUT017,Medium,Tier 2,Supermarket Type1,2297.01,212657.19,Medium,2167465.52,2340.68
1999,FDW12,8.3,Regular,0.04,Baking Goods,146.64,OUT049,Medium,Tier 1,Supermarket Type1,870.87,127704.38,Medium,2183969.98,2348.35
2002,FDA57,18.9,Low Fat,0.04,Snack Foods,41.05,OUT045,Medium,Tier 2,Supermarket Type1,918.8,37716.74,Low,2036725.6,2192.38
2004,FDL22,16.9,Low Fat,0.04,Snack Foods,91.05,OUT035,Small,Tier 2,Supermarket Type1,1086.59,98934.02,Medium,2268123.09,2438.84
1999,NCM26,20.5,Low Fat,0.02,Others,154.03,OUT049,Medium,Tier 1,Supermarket Type1,2450.14,377395.06,High,2183969.98,2348.35
1999,NCT30,9.1,Low Fat,0.08,Household,48.87,OUT049,Medium,Tier 1,Supermarket Type1,425.45,20791.74,Low,2183969.98,2348.35
1985,FDB05,5.2,Low Fat,0.15,Frozen Foods,247.28,OUT019,Small,Tier 1,Grocery Store,743.03,183736.46,High,3633620.22,2483.68
1985,NCW42,18.2,Low Fat,0.06,Household,220.85,OUT027,Medium,Tier 3,Supermarket Type3,4199.87,927541.29,High,3633620.22,2483.68
1985,FDC45,17.0,Low Fat,0.14,Fruits and Veg,170.31,OUT027,Medium,Tier 3,Supermarket Type3,3422.21,582836.59,High,3633620.22,2483.68
1999,FDH22,6.4,Low Fat,0.14,Snack Foods,128.77,OUT049,Medium,Tier 1,Supermarket Type1,3052.03,393009.9,Medium,2183969.98,2348.35
1997,FDU37,9.5,Regular,0.0,Canned,79.6,OUT046,Small,Tier 1,Supermarket Type1,1038.65,82676.54,Medium,2118395.35,2277.84
1985,FDZ35,9.6,Regular,0.02,Breads,105.2,OUT027,Medium,Tier 3,Supermarket Type3,3199.17,336552.68,Medium,3633620.22,2483.68
1985,FDC53,8.7,Low Fat,0.01,Frozen Foods,96.74,OUT027,Medium,Tier 3,Supermarket Type3,2956.15,285977.95,Medium,3633620.22,2483.68
1998,FDE22,9.7,Low Fat,0.05,Snack Foods,158.79,OUT010,Medium,Tier 3,Grocery Store,319.58,50746.11,High,188340.22,339.35
1985,FDO38,17.3,Low Fat,0.07,Canned,79.0,OUT027,Medium,Tier 3,Supermarket Type3,2259.06,178465.74,Medium,3633620.22,2483.68
1998,FDV31,9.8,Low Fat,0.18,Fruits and Veg,177.94,OUT010,Medium,Tier 3,Grocery Store,176.44,31395.73,High,188340.22,339.35
1999,FDU45,15.6,Regular,0.04,Snack Foods,112.15,OUT049,Medium,Tier 1,Supermarket Type1,1821.63,204295.8,Medium,2183969.98,2348.35
1997,FDX34,6.2,Low Fat,0.07,Snack Foods,122.21,OUT046,Small,Tier 1,Supermarket Type1,1205.1,147275.27,Medium,2118395.35,2277.84
1997,FDI28,14.3,Low Fat,0.03,Frozen Foods,77.63,OUT046,Small,Tier 1,Supermarket Type1,950.76,73807.5,Medium,2118395.35,2277.84
2009,FDL25,6.9,Regular,0.13,Breakfast,90.58,OUT018,Medium,Tier 3,Supermarket Type2,183.76,16644.98,Medium,1851822.95,1995.5
1987,FDV48,9.2,Regular,0.05,Baking Goods,79.86,OUT013,High,Tier 3,Supermarket Type1,785.64,62741.21,Medium,2142663.66,2299.0
2002,NCF54,18.0,Low Fat,0.05,Household,170.54,OUT045,Medium,Tier 2,Supermarket Type1,3103.96,529349.34,High,2036725.6,2192.38
1998,NCE07,8.2,Low Fat,0.02,Household,140.62,OUT010,Medium,Tier 3,Grocery Store,425.45,59826.78,Medium,188340.22,339.35
1987,FDM40,10.2,Low Fat,0.16,Frozen Foods,141.52,OUT013,High,Tier 3,Supermarket Type1,850.89,120417.95,Medium,2142663.66,2299.0
1987,FDF45,18.2,Regular,0.01,Fruits and Veg,57.79,OUT013,High,Tier 3,Supermarket Type1,1464.76,84648.48,Low,2142663.66,2299.0
1999,FDO19,17.7,Regular,0.02,Fruits and Veg,50.2,OUT049,Medium,Tier 1,Supermarket Type1,1166.48,58557.3,Low,2183969.98,2348.35
1997,FDG57,14.7,Low Fat,0.07,Fruits and Veg,48.2,OUT046,Small,Tier 1,Supermarket Type1,874.86,42168.25,Low,2118395.35,2277.84
1997,FDM57,11.7,Regular,0.08,Snack Foods,85.19,OUT046,Small,Tier 1,Supermarket Type1,2181.16,185813.02,Medium,2118395.35,2277.84
1997,FDV59,13.4,Low Fat,0.05,Breads,218.92,OUT046,Small,Tier 1,Supermarket Type1,5660.63,1239225.12,High,2118395.35,2277.84
1999,NCM41,16.5,Low Fat,0.04,Health and Hygiene,93.61,OUT049,Medium,Tier 1,Supermarket Type1,1584.6,148334.41,Medium,2183969.98,2348.35
2002,FDE29,8.9,Low Fat,0.14,Frozen Foods,61.49,OUT045,Medium,Tier 2,Supermarket Type1,1151.17,70785.44,Low,2036725.6,2192.38
1985,NCR53,12.2,Low Fat,0.25,Health and Hygiene,223.84,OUT019,Small,Tier 1,Grocery Store,675.12,151118.86,High,3633620.22,2483.68
2002,FDY15,18.3,Regular,0.17,Dairy,156.46,OUT045,Medium,Tier 2,Supermarket Type1,938.78,146881.52,High,2036725.6,2192.38
1987,FDZ01,9.0,Regular,0.01,Canned,103.1,OUT013,High,Tier 3,Supermarket Type1,309.6,31919.76,Medium,2142663.66,2299.0
2009,FDU11,4.8,Low Fat,0.09,Breads,122.01,OUT018,Medium,Tier 3,Supermarket Type2,2048.67,249958.23,Medium,1851822.95,1995.5
1985,FDT57,15.2,Low Fat,0.02,Snack Foods,236.02,OUT027,Medium,Tier 3,Supermarket Type3,6636.69,1566391.57,High,3633620.22,2483.68
2002,FDQ36,7.9,Regular,0.16,Baking Goods,35.68,OUT045,Medium,Tier 2,Supermarket Type1,335.56,11972.78,Low,2036725.6,2192.38
1985,FDR01,5.4,Regular,0.09,Canned,200.47,OUT019,Small,Tier 1,Grocery Store,398.15,79817.13,High,3633620.22,2483.68
2009,FDV47,17.1,Low Fat,0.05,Breads,84.96,OUT018,Medium,Tier 3,Supermarket Type2,1014.68,86207.21,Medium,1851822.95,1995.5
2004,FDS32,17.8,Regular,0.03,Fruits and Veg,142.48,OUT035,Small,Tier 2,Supermarket Type1,1264.35,180144.59,Medium,2268123.09,2438.84
2004,NCW17,18.0,Low Fat,0.02,Health and Hygiene,129.4,OUT035,Small,Tier 2,Supermarket Type1,3340.98,432322.81,Medium,2268123.09,2438.84
2007,FDW57,8.3,Regular,0.12,Snack Foods,176.9,OUT017,Medium,Tier 2,Supermarket Type1,3010.75,532601.68,High,2167465.52,2340.68
2004,NCS30,5.9,Low Fat,0.09,Household,127.87,OUT035,Small,Tier 2,Supermarket Type1,2195.81,280778.22,Medium,2268123.09,2438.84
1985,FDC48,9.2,Low Fat,0.03,Baking Goods,82.16,OUT019,Small,Tier 1,Grocery Store,412.8,33915.65,Medium,3633620.22,2483.68
2007,FDX43,5.7,Low Fat,0.09,Fruits and Veg,164.75,OUT017,Medium,Tier 2,Supermarket Type1,1498.05,246803.74,High,2167465.52,2340.68
1999,DRD37,9.8,Low Fat,0.01,Soft Drinks,45.11,OUT049,Medium,Tier 1,Supermarket Type1,1398.18,63071.9,Low,2183969.98,2348.35
1985,NCH18,9.3,Low Fat,0.04,Household,245.28,OUT027,Medium,Tier 3,Supermarket Type3,10072.89,2470678.46,High,3633620.22,2483.68
1985,DRE13,6.3,Low Fat,0.03,Soft Drinks,86.62,OUT027,Medium,Tier 3,Supermarket Type3,2529.37,219094.03,Medium,3633620.22,2483.68
2002,FDU19,8.8,Regular,0.05,Fruits and Veg,170.54,OUT045,Medium,Tier 2,Supermarket Type1,1551.98,264674.67,High,2036725.6,2192.38
1998,FDV38,19.3,Low Fat,0.17,Dairy,55.8,OUT010,Medium,Tier 3,Grocery Store,163.79,9139.48,Low,188340.22,339.35
2007,FDF05,17.5,Low Fat,0.03,Frozen Foods,262.49,OUT017,Medium,Tier 2,Supermarket Type1,5259.82,1380650.15,High,2167465.52,2340.68
2004,FDD40,20.3,Regular,0.01,Dairy,193.62,OUT035,Small,Tier 2,Supermarket Type1,3848.32,745111.72,High,2268123.09,2438.84
1987,DRK39,7.0,Low Fat,0.05,Dairy,82.23,OUT013,High,Tier 3,Supermarket Type1,2746.43,225838.94,Medium,2142663.66,2299.0
2007,FDE41,9.2,Regular,0.06,Frozen Foods,83.16,OUT017,Medium,Tier 2,Supermarket Type1,1099.24,91412.8,Medium,2167465.52,2340.68
2002,NCI17,8.6,Low Fat,0.14,Health and Hygiene,96.64,OUT045,Medium,Tier 2,Supermarket Type1,868.87,83967.6,Medium,2036725.6,2192.38
2002,FDV34,10.7,Regular,0.01,Snack Foods,72.9,OUT045,Medium,Tier 2,Supermarket Type1,1034.65,75425.99,Medium,2036725.6,2192.38
2009,FDM16,8.2,Regular,0.03,Frozen Foods,76.24,OUT018,Medium,Tier 3,Supermarket Type2,1279.0,97510.96,Medium,1851822.95,1995.5
1985,FDF12,8.2,Low Fat,0.08,Baking Goods,148.61,OUT027,Medium,Tier 3,Supermarket Type3,3990.81,593074.27,Medium,3633620.22,2483.68
1997,NCX06,17.6,Low Fat,0.02,Household,182.7,OUT046,Small,Tier 1,Supermarket Type1,3440.85,628643.29,High,2118395.35,2277.84
1998,DRC25,5.7,Low Fat,0.08,Soft Drinks,85.59,OUT010,Medium,Tier 3,Grocery Store,171.78,14702.65,Medium,188340.22,339.35
1999,NCO05,7.3,Low Fat,0.05,Health and Hygiene,98.44,OUT049,Medium,Tier 1,Supermarket Type1,1576.61,155201.49,Medium,2183969.98,2348.35
2002,FDE10,6.7,Regular,0.09,Snack Foods,131.46,OUT045,Medium,Tier 2,Supermarket Type1,1705.11,224153.76,Medium,2036725.6,2192.38
2009,FDA10,20.4,Low Fat,0.14,Snack Foods,122.71,OUT018,Medium,Tier 3,Supermarket Type2,1470.09,180394.74,Medium,1851822.95,1995.5
2007,FDY07,11.8,Low Fat,0.12,Fruits and Veg,46.34,OUT017,Medium,Tier 2,Supermarket Type1,275.64,12773.16,Low,2167465.52,2340.68
1987,FDD14,20.7,Low Fat,0.17,Canned,183.53,OUT013,High,Tier 3,Supermarket Type1,4426.24,812347.83,High,2142663.66,2299.0
1987,NCZ42,10.5,Low Fat,0.01,Household,237.02,OUT013,High,Tier 3,Supermarket Type1,5451.57,1292131.12,High,2142663.66,2299.0
2004,FDQ26,13.5,Regular,0.07,Dairy,60.16,OUT035,Small,Tier 2,Supermarket Type1,1599.92,96251.19,Low,2268123.09,2438.84
1998,FDK28,5.7,Low Fat,0.11,Frozen Foods,256.06,OUT010,Medium,Tier 3,Grocery Store,1288.32,329887.22,High,188340.22,339.35
1999,NCC18,19.1,Low Fat,0.18,Household,172.44,OUT049,Medium,Tier 1,Supermarket Type1,3621.29,624455.25,High,2183969.98,2348.35
1987,FDS39,6.9,Low Fat,0.02,Meat,143.88,OUT013,High,Tier 3,Supermarket Type1,2707.14,389503.3,Medium,2142663.66,2299.0
1999,FDI38,13.4,Regular,0.01,Canned,207.36,OUT049,Medium,Tier 1,Supermarket Type1,5797.79,1202229.73,High,2183969.98,2348.35
2002,FDE24,14.9,Low Fat,0.09,Baking Goods,141.58,OUT045,Medium,Tier 2,Supermarket Type1,427.44,60516.96,Medium,2036725.6,2192.38
1998,NCH07,13.2,Low Fat,0.16,Household,157.26,OUT010,Medium,Tier 3,Grocery Store,316.92,49838.84,High,188340.22,339.35
1987,NCM07,9.4,Low Fat,0.04,Others,83.29,OUT013,High,Tier 3,Supermarket Type1,1258.36,104808.8,Medium,2142663.66,2299.0
1997,FDZ19,6.4,Low Fat,0.09,Fruits and Veg,175.37,OUT046,Small,Tier 1,Supermarket Type1,2988.11,524024.85,High,2118395.35,2277.84
2009,FDB60,9.3,Low Fat,0.03,Baking Goods,195.81,OUT018,Medium,Tier 3,Supermarket Type2,2138.55,418749.48,High,1851822.95,1995.5
1999,FDB20,7.7,Low Fat,0.05,Fruits and Veg,76.8,OUT049,Medium,Tier 1,Supermarket Type1,1324.28,101704.7,Medium,2183969.98,2348.35
1999,FDX14,13.1,Low Fat,0.08,Dairy,76.04,OUT049,Medium,Tier 1,Supermarket Type1,601.88,45766.96,Medium,2183969.98,2348.35
1997,FDI46,9.5,Low Fat,0.07,Snack Foods,251.97,OUT046,Small,Tier 1,Supermarket Type1,3523.41,887793.62,High,2118395.35,2277.84
1999,FDZ45,14.1,Low Fat,0.07,Snack Foods,196.71,OUT049,Medium,Tier 1,Supermarket Type1,3174.53,624461.8,High,2183969.98,2348.35
2004,FDP31,21.1,Regular,0.16,Fruits and Veg,62.92,OUT035,Small,Tier 2,Supermarket Type1,1086.59,68368.24,Low,2268123.09,2438.84
2004,FDH32,12.8,Low Fat,0.08,Fruits and Veg,96.54,OUT035,Small,Tier 2,Supermarket Type1,3765.1,363482.75,Medium,2268123.09,2438.84
2007,DRJ35,10.1,Low Fat,0.05,Hard Drinks,60.69,OUT017,Medium,Tier 2,Supermarket Type1,363.53,22062.64,Low,2167465.52,2340.68
2002,FDL10,8.4,Low Fat,0.04,Snack Foods,100.9,OUT045,Medium,Tier 2,Supermarket Type1,1686.47,170164.82,Medium,2036725.6,2192.38
1999,FDV01,19.2,Regular,0.09,Canned,153.53,OUT049,Medium,Tier 1,Supermarket Type1,2171.84,333442.6,High,2183969.98,2348.35
1987,FDW45,18.0,Low Fat,0.04,Snack Foods,148.64,OUT013,High,Tier 3,Supermarket Type1,2795.69,415551.36,Medium,2142663.66,2299.0
2002,FDG21,17.4,Regular,0.0,Seafood,150.21,OUT045,Medium,Tier 2,Supermarket Type1,5992.2,900088.36,High,2036725.6,2192.38
2002,FDL56,14.1,Low Fat,0.13,Fruits and Veg,86.42,OUT045,Medium,Tier 2,Supermarket Type1,1133.86,97988.18,Medium,2036725.6,2192.38
1997,FDH27,7.1,Low Fat,0.06,Dairy,142.21,OUT046,Small,Tier 1,Supermarket Type1,3163.88,449935.37,Medium,2118395.35,2277.84
1985,FDT32,19.0,Regular,0.07,Fruits and Veg,189.92,OUT027,Medium,Tier 3,Supermarket Type3,5087.38,966195.21,High,3633620.22,2483.68
2004,FDR57,5.7,Regular,0.02,Snack Foods,155.53,OUT035,Small,Tier 2,Supermarket Type1,1414.16,219944.3,High,2268123.09,2438.84
1985,FDS52,8.9,Low Fat,0.01,Frozen Foods,102.1,OUT027,Medium,Tier 3,Supermarket Type3,3542.06,361644.33,Medium,3633620.22,2483.68
1985,FDB21,7.5,Low Fat,0.0,Fruits and Veg,242.99,OUT027,Medium,Tier 3,Supermarket Type3,6767.19,1644359.5,High,3633620.22,2483.68
2007,FDE59,12.2,Low Fat,0.06,Starchy Foods,36.65,OUT017,Medium,Tier 2,Supermarket Type1,251.67,9223.71,Low,2167465.52,2340.68
2002,DRF37,17.3,Low Fat,0.0,Soft Drinks,263.59,OUT045,Medium,Tier 2,Supermarket Type1,788.97,207964.6,High,2036725.6,2192.38
2009,NCM54,17.7,Low Fat,0.05,Household,127.37,OUT018,Medium,Tier 3,Supermarket Type2,3306.36,421131.07,Medium,1851822.95,1995.5
2007,FDB26,14.0,Regular,0.03,Canned,53.76,OUT017,Medium,Tier 2,Supermarket Type1,798.96,42952.09,Low,2167465.52,2340.68
1985,FDL16,12.9,Low Fat,0.29,Frozen Foods,47.11,OUT019,Small,Tier 1,Grocery Store,139.82,6586.92,Low,3633620.22,2483.68
1987,FDL28,10.0,Regular,0.06,Frozen Foods,231.77,OUT013,High,Tier 3,Supermarket Type1,460.73,106783.39,High,2142663.66,2299.0
2007,NCK05,20.1,Low Fat,0.08,Health and Hygiene,59.35,OUT017,Medium,Tier 2,Supermarket Type1,918.8,54530.78,Low,2167465.52,2340.68
1999,FDI09,20.8,Regular,0.13,Seafood,240.29,OUT049,Medium,Tier 1,Supermarket Type1,2396.88,575946.3,High,2183969.98,2348.35
2002,FDI27,8.7,Regular,0.05,Dairy,43.57,OUT045,Medium,Tier 2,Supermarket Type1,407.47,17753.47,Low,2036725.6,2192.38
1998,FDZ16,16.9,Regular,0.27,Frozen Foods,194.15,OUT010,Medium,Tier 3,Grocery Store,1162.49,225697.43,High,188340.22,339.35
2002,FDS43,11.7,Low Fat,0.04,Fruits and Veg,187.32,OUT045,Medium,Tier 2,Supermarket Type1,1864.24,349209.44,High,2036725.6,2192.38
2007,FDA01,15.0,Regular,0.05,Canned,60.29,OUT017,Medium,Tier 2,Supermarket Type1,1581.94,95375.16,Low,2167465.52,2340.68
1985,NCY06,15.3,Low Fat,0.06,Household,130.2,OUT027,Medium,Tier 3,Supermarket Type3,1565.96,203887.99,Medium,3633620.22,2483.68
1987,FDA04,11.3,Regular,0.07,Frozen Foods,259.2,OUT013,High,Tier 3,Supermarket Type1,5179.92,1342635.26,High,2142663.66,2299.0
1998,DRD24,13.9,Low Fat,0.05,Soft Drinks,142.52,OUT010,Medium,Tier 3,Grocery Store,141.82,20212.19,Medium,188340.22,339.35
1987,FDJ04,18.0,Low Fat,0.12,Frozen Foods,118.31,OUT013,High,Tier 3,Supermarket Type1,948.1,112169.71,Medium,2142663.66,2299.0
1997,NCB18,19.6,Low Fat,0.04,Household,86.95,OUT046,Small,Tier 1,Supermarket Type1,1416.82,123192.5,Medium,2118395.35,2277.84
2007,FDZ46,7.5,Low Fat,0.07,Snack Foods,108.72,OUT017,Medium,Tier 2,Supermarket Type1,1326.27,144192.07,Medium,2167465.52,2340.68
2004,NCX42,6.4,Low Fat,0.01,Household,163.35,OUT035,Small,Tier 2,Supermarket Type1,2631.24,429813.05,High,2268123.09,2438.84
1998,NCF54,18.0,Low Fat,0.08,Household,170.54,OUT010,Medium,Tier 3,Grocery Store,344.88,58815.84,High,188340.22,339.35
1987,FDO20,12.9,Regular,0.15,Fruits and Veg,252.34,OUT013,High,Tier 3,Supermarket Type1,6056.12,1528201.32,High,2142663.66,2299.0
1999,FDW33,9.4,Low Fat,0.1,Snack Foods,104.53,OUT049,Medium,Tier 1,Supermarket Type1,852.22,89082.56,Medium,2183969.98,2348.35
2004,DRL60,8.5,Low Fat,0.03,Soft Drinks,151.57,OUT035,Small,Tier 2,Supermarket Type1,3506.77,531521.13,High,2268123.09,2438.84
2004,FDU19,8.8,Regular,0.05,Fruits and Veg,170.84,OUT035,Small,Tier 2,Supermarket Type1,1724.42,294599.91,High,2268123.09,2438.84
1998,NCN30,16.4,Low Fat,0.03,Household,98.14,OUT010,Medium,Tier 3,Grocery Store,386.16,37897.74,Medium,188340.22,339.35
2009,FDX16,17.9,Low Fat,0.0,Frozen Foods,148.01,OUT018,Medium,Tier 3,Supermarket Type2,898.83,133035.83,Medium,1851822.95,1995.5
2007,FDD32,17.7,Regular,0.04,Fruits and Veg,80.83,OUT017,Medium,Tier 2,Supermarket Type1,1868.23,151009.03,Medium,2167465.52,2340.68
1997,FDO24,11.1,Low Fat,0.18,Baking Goods,158.86,OUT046,Small,Tier 1,Supermarket Type1,2693.83,427941.83,High,2118395.35,2277.84
1997,FDR32,6.8,Regular,0.0,Fruits and Veg,227.47,OUT046,Small,Tier 1,Supermarket Type1,3197.17,727260.26,High,2118395.35,2277.84
1999,FDU34,18.3,Low Fat,0.08,Snack Foods,122.6,OUT049,Medium,Tier 1,Supermarket Type1,2988.11,366342.29,Medium,2183969.98,2348.35
1985,FDK25,11.6,Regular,0.27,Breakfast,167.85,OUT019,Small,Tier 1,Grocery Store,336.89,56546.99,High,3633620.22,2483.68
2004,FDK10,5.8,Regular,0.04,Snack Foods,181.37,OUT035,Small,Tier 2,Supermarket Type1,1977.43,358646.48,High,2268123.09,2438.84
1985,FDB53,13.4,Low Fat,0.14,Frozen Foods,147.54,OUT027,Medium,Tier 3,Supermarket Type3,5219.87,770139.62,Medium,3633620.22,2483.68
2002,FDA08,11.9,Regular,0.05,Fruits and Veg,164.15,OUT045,Medium,Tier 2,Supermarket Type1,3124.6,512903.09,High,2036725.6,2192.38
2002,NCO30,19.5,Low Fat,0.02,Household,185.06,OUT045,Medium,Tier 2,Supermarket Type1,2205.13,408081.36,High,2036725.6,2192.38
2002,FDD04,16.0,Low Fat,0.09,Dairy,143.22,OUT045,Medium,Tier 2,Supermarket Type1,1418.15,203107.44,Medium,2036725.6,2192.38
1999,FDZ35,9.6,Regular,0.0,Breads,101.7,OUT049,Medium,Tier 1,Supermarket Type1,2373.58,241393.09,Medium,2183969.98,2348.35
1985,NCM18,13.0,Low Fat,0.08,Household,61.32,OUT027,Medium,Tier 3,Supermarket Type3,2043.34,125297.61,Low,3633620.22,2483.68
1999,FDX37,16.2,Low Fat,0.06,Canned,100.47,OUT049,Medium,Tier 1,Supermarket Type1,1597.92,160543.02,Medium,2183969.98,2348.35
1987,FDN31,11.5,Low Fat,0.07,Fruits and Veg,191.25,OUT013,High,Tier 3,Supermarket Type1,3036.05,580644.56,High,2142663.66,2299.0
1997,NCY30,20.3,Low Fat,0.03,Household,179.6,OUT046,Small,Tier 1,Supermarket Type1,2535.37,455352.45,High,2118395.35,2277.84
1999,DRE13,6.3,Low Fat,0.03,Soft Drinks,86.52,OUT049,Medium,Tier 1,Supermarket Type1,1395.52,120740.39,Medium,2183969.98,2348.35
2009,FDZ45,14.1,Low Fat,0.07,Snack Foods,200.41,OUT018,Medium,Tier 3,Supermarket Type2,3968.17,795260.95,High,1851822.95,1995.5
2009,FDS31,13.1,Regular,0.04,Fruits and Veg,180.33,OUT018,Medium,Tier 3,Supermarket Type2,2886.91,520596.48,High,1851822.95,1995.5
2004,FDX26,17.7,Low Fat,0.09,Dairy,180.63,OUT035,Small,Tier 2,Supermarket Type1,3101.3,560187.82,High,2268123.09,2438.84
1985,FDX37,16.2,Low Fat,0.06,Canned,100.57,OUT027,Medium,Tier 3,Supermarket Type3,5093.37,512240.22,Medium,3633620.22,2483.68
2002,DRD27,18.8,Low Fat,0.0,Dairy,97.9,OUT045,Medium,Tier 2,Supermarket Type1,1686.47,165105.41,Medium,2036725.6,2192.38
1997,FDM46,7.4,Low Fat,0.16,Snack Foods,94.71,OUT046,Small,Tier 1,Supermarket Type1,1304.97,123593.71,Medium,2118395.35,2277.84
2004,FDK50,8.0,Low Fat,0.03,Canned,163.29,OUT035,Small,Tier 2,Supermarket Type1,4530.1,739720.03,High,2268123.09,2438.84
1985,FDB36,5.5,Regular,0.05,Baking Goods,133.16,OUT027,Medium,Tier 3,Supermarket Type3,2492.09,331846.7,Medium,3633620.22,2483.68
2007,NCI29,8.6,Low Fat,0.03,Health and Hygiene,143.62,OUT017,Medium,Tier 2,Supermarket Type1,2127.23,305512.77,Medium,2167465.52,2340.68
2002,NCT41,15.7,Low Fat,0.06,Health and Hygiene,153.5,OUT045,Medium,Tier 2,Supermarket Type1,2580.64,396128.24,High,2036725.6,2192.38
1999,NCQ06,13.0,Low Fat,0.04,Household,255.9,OUT049,Medium,Tier 1,Supermarket Type1,3315.02,848313.62,High,2183969.98,2348.35
2004,FDS08,5.7,Low Fat,0.06,Fruits and Veg,177.94,OUT035,Small,Tier 2,Supermarket Type1,1587.93,282556.26,High,2268123.09,2438.84
1987,NCA18,10.1,Low Fat,0.06,Household,115.15,OUT013,High,Tier 3,Supermarket Type1,1737.74,200100.76,Medium,2142663.66,2299.0
1999,FDZ07,15.1,Regular,0.09,Fruits and Veg,62.32,OUT049,Medium,Tier 1,Supermarket Type1,495.36,30870.84,Low,2183969.98,2348.35
1997,FDK45,11.7,Low Fat,0.03,Seafood,113.39,OUT046,Small,Tier 1,Supermarket Type1,2603.28,295185.92,Medium,2118395.35,2277.84
2007,FDV51,16.4,Low Fat,0.03,Meat,165.78,OUT017,Medium,Tier 2,Supermarket Type1,1823.63,302321.38,High,2167465.52,2340.68
